"class"
"http://www.w3.org/2001/XMLSchema#date"
"http://www.w3.org/2001/XMLSchema#dateTime"
"http://www.w3.org/2001/XMLSchema#gYear"
"http://www.w3.org/2001/XMLSchema#gYearMonth"
"http://www.w3.org/2001/XMLSchema#string"
"http://www.w3.org/2002/07/owl#InverseFunctionalProperty"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"
"http://www.w3.org/2002/07/owl#Thing"
"http://www.w3.org/2002/07/owl#Class"
"http://www.w3.org/2002/07/owl#Nothing"
"http://www.w3.org/2000/01/rdf-schema#Class"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#List"
"http://www.w3.org/2002/07/owl#ObjectProperty"
"http://purl.org/rss/1.0/channel"
"http://purl.org/rss/1.0/item"
"http://www.aktors.org/ontology/portal#Generic-Area-Of-Interest"
"http://www.aktors.org/ontology/support#Duration"
"http://www.aktors.org/ontology/portal#Abstract-Information"
"http://www.aktors.org/ontology/portal#Academic"
"http://www.aktors.org/ontology/portal#Academic-Degree"
"http://www.aktors.org/ontology/portal#Academic-Support-Staff"
"http://www.aktors.org/ontology/portal#Academic-Support-Unit"
"http://www.aktors.org/ontology/portal#Academic-Unit"
"http://www.aktors.org/ontology/portal#Activity"
"http://www.aktors.org/ontology/portal#Address"
"http://www.aktors.org/ontology/portal#Affiliated-Person"
"http://www.aktors.org/ontology/portal#Amount-Of-Money"
"http://www.aktors.org/ontology/portal#Appellation"
"http://www.aktors.org/ontology/portal#Article-In-A-Composite-Publication"
"http://www.aktors.org/ontology/portal#Article-Reference"
"http://www.aktors.org/ontology/portal#Attending-A-Conference"
"http://www.aktors.org/ontology/portal#Attending-An-Event"
"http://www.aktors.org/ontology/portal#Award"
"http://www.aktors.org/ontology/portal#Awarding-Body"
"http://www.aktors.org/ontology/portal#Book"
"http://www.aktors.org/ontology/portal#Book-Publishing"
"http://www.aktors.org/ontology/portal#Book-Reference"
"http://www.aktors.org/ontology/portal#Book-Section-Reference"
"http://www.aktors.org/ontology/portal#Business-Area"
"http://www.aktors.org/ontology/portal#Capital-City"
"http://www.aktors.org/ontology/portal#Charitable-Organization"
"http://www.aktors.org/ontology/portal#City"
"http://www.aktors.org/ontology/portal#Civil-Service"
"http://www.aktors.org/ontology/portal#Company"
"http://www.aktors.org/ontology/portal#Composite-Publication"
"http://www.aktors.org/ontology/portal#Computing-Technology"
"http://www.aktors.org/ontology/portal#Conference"
"http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference"
"http://www.aktors.org/ontology/portal#Conferring-An-Award"
"http://www.aktors.org/ontology/portal#Country"
"http://www.aktors.org/ontology/portal#Currency"
"http://www.aktors.org/ontology/portal#Daily-Newspaper"
"http://www.aktors.org/ontology/portal#Degree"
"http://www.aktors.org/ontology/portal#Distance-Teaching-University"
"http://www.aktors.org/ontology/portal#Edited-Book"
"http://www.aktors.org/ontology/portal#Edited-Book-Reference"
"http://www.aktors.org/ontology/portal#Editor"
"http://www.aktors.org/ontology/portal#Educational-Employee"
"http://www.aktors.org/ontology/portal#Educational-Organization"
"http://www.aktors.org/ontology/portal#Educational-Organization-Unit"
"http://www.aktors.org/ontology/portal#Email-Message"
"http://www.aktors.org/ontology/portal#Employee"
"http://www.aktors.org/ontology/portal#Employment-Contract-Type"
"http://www.aktors.org/ontology/portal#Event"
"http://www.aktors.org/ontology/portal#Event-Involving-Movement"
"http://www.aktors.org/ontology/portal#Event-Involving-Production"
"http://www.aktors.org/ontology/portal#Financial-Award"
"http://www.aktors.org/ontology/portal#Gender"
"http://www.aktors.org/ontology/portal#Generalised-Means-Of-Transport"
"http://www.aktors.org/ontology/portal#Generalized-Transfer"
"http://www.aktors.org/ontology/portal#Generic-Agent"
"http://www.aktors.org/ontology/portal#Geographical-Region"
"http://www.aktors.org/ontology/portal#Geopolitical-Entity"
"http://www.aktors.org/ontology/portal#Giving-A-Talk"
"http://www.aktors.org/ontology/portal#Government"
"http://www.aktors.org/ontology/portal#Government-Organization"
"http://www.aktors.org/ontology/portal#Graphic-Designer"
"http://www.aktors.org/ontology/portal#Hardware-Platform"
"http://www.aktors.org/ontology/portal#Hardware-Technology"
"http://www.aktors.org/ontology/portal#Higher-Educational-Organization"
"http://www.aktors.org/ontology/portal#Implemented-System"
"http://www.aktors.org/ontology/portal#Industrial-Organization"
"http://www.aktors.org/ontology/portal#Information-Bearing-Object"
"http://www.aktors.org/ontology/portal#Information-Transfer-Event"
"http://www.aktors.org/ontology/portal#Information-Transfer-Medium"
"http://www.aktors.org/ontology/portal#Journal"
"http://www.aktors.org/ontology/portal#Learning-Centred-Organization"
"http://www.aktors.org/ontology/portal#Lecturer-In-Academia"
"http://www.aktors.org/ontology/portal#Legal-Agent"
"http://www.aktors.org/ontology/portal#Letter"
"http://www.aktors.org/ontology/portal#Local-District"
"http://www.aktors.org/ontology/portal#Location"
"http://www.aktors.org/ontology/portal#Magazine"
"http://www.aktors.org/ontology/portal#Meeting-Taking-Place"
"http://www.aktors.org/ontology/portal#Message"
"http://www.aktors.org/ontology/portal#Method"
"http://www.aktors.org/ontology/portal#Multimedia-Designer"
"http://www.aktors.org/ontology/portal#Municipal-Unit"
"http://www.aktors.org/ontology/portal#News-Item"
"http://www.aktors.org/ontology/portal#Newspaper"
"http://www.aktors.org/ontology/portal#Non-Profit-Organization"
"http://www.aktors.org/ontology/portal#Operating-System"
